Boat,Category,Club,Courses_Nat,Division,Name,Num_Courses,Points,Points_Club,Rank,Scratch,Year
C1H,S,Canoe Kayak Pontarlier,"
			4		","
			1435.94		",0,"
			1965		","
			969		","
			1978		"
K1H,V4,Pagaie Orleans Metropole,"
			0		",niveau,Loic Merlet,"
			4		","
			1441.91		",0,"
			1966		","
			970		","
			1974		"
C2H,C,C.k. Dormans Eaux Libres,"
			0		",niveau,Benoit Capitaine,"
			4		","
			1448.82		",0,"
			1967		","
			50		","
			2009		"
K1H,M,Canoe Kayak Haute Isere,"
			0		",niveau,TimÉo Caron,"
			4		","
			1451.03		",0,"
			1968		","
			971		","
			2010		"
K1D,S,Club Canoe Kayak Guerledan,"
			0		",niveau,Morgane Guillemot,"
			4		","
			1475.99		",0,"
			1969		","
			298		","
			1996		"
K1D,V5,Canoe Kayak Lagny,"
			0		",niveau,Maryse Viseur,"
			4		","
			1480.95		",0,"
			1970		","
			299		","
			1955		"
K1H,M,Canoe Kayak Toulousain,"
			0		",niveau,Amir Boye,"
			4		","
			1483.84		",0,"
			1971		","
			972		","
			2010		"
C2M,C,C.k. St Maurice Gourdans,"
			0		",niveau,Clement Segura,"
			4		","
			1508.53		",0,"
			1972		","
			30		","
			2008		"
K1D,J,Ancerville-bar Le Duc,"
			0		",niveau,Lison Marchal,"
			4		","
			1512.38		",0,"
			1973		","
			300		","
			2007		"
K1H,C,Chateauneuf Vibrac CanoË Kayak,"
			0		",niveau,Sasha CrouÉ,"
			4		","
			1513.6		",0,"
			1974		","
			973		","
			2009		"
K1H,M,Club Nautique Aubois,"
			0		",niveau,Mae Chretien,"
			4		","
			1518.15		",0,"
			1975		","
			974		","
			2010		"
K1H,C,Chateauneuf Vibrac CanoË Kayak,"
			0		",niveau,Augustin Salignat,"
			4		","
			1528.09		",0,"
			1976		","
			975		","
			2009		"
C1H,C,Canoe Kayak Val De Risle,"
			0		",niveau,Erwan Durand,"
			4		","
			1532.94		",0,"
			1977		","
			448		","
			2009		"
K1H,C,Kayak Club Angerien,"
			0		",niveau,Alix Picard,"
			4		","
			1550.01		",0,"
			1978		","
			976		","
			2009		"
K1H,V1,Club Nautique De Marcilly Sur Seine,"
			0		",niveau,Christophe Simonin,"
			4		","
			1555.65		",0,"
			1979		","
			977		","
			1988		"
C1H,C,Ck Vallee De Montlucon,"
			0		",niveau,Arun Schuit,"
			4		","
			1563.82		",0,"
			1980		","
			449		","
			2009		"
K1H,M,Les Alligators - Landerneau,"
			0		",niveau,Kylian Rigot,"
			4		","
			1581.93		",0,"
			1981		","
			978		","
			2010		"
K1D,C,Canoe Kayak Club Therain,"
			0		",niveau,Swannah Wague,"
			4		","
			1595		",0,"
			1982		","
			301		","
			2008		"
C2H,M,Pont D'ouilly Loisirs,"
			0		",niveau,Jules Lescarmontier,"
			4		","
			1605.88		",0,"
			1983		","
			51		","
			2010		"
C2H,M,Canoe Kayak Uzerche,"
			0		",niveau,Paul Bozon,"
			4		","
			1609.76		",0,"
			1984		","
			52		","
			2010		"
C1D,M,Eau Vive Embrun,"
			0		",niveau,Zelia Touzet,"
			4		","
			1613.19		",0,"
			1985		","
			163		","
			2010		"
C2M,C,Ckc Vallee De L'ain,"
			0		",niveau,Gladys Dupuis,"
			4		","
			1620.45		",0,"
			1986		","
			31		","
			2009		"
C1D,C,Club La Palue Castets,"
			0		",niveau,Lauryne Ronzier,"
			4		","
			1626.23		",0,"
			1987		","
			164		","
			2009		"
C2H,C,Canoe Kayak Club Therain,"
			0		",niveau,Benjamin Sacher,"
			4		","
			1631.84		",0,"
			1988		","
			53		","
			2009		"
K1H,J,Canoe Kayak Club Sabolien,"
			0		",niveau,Baptiste Chailleux,"
			4		","
			1640.19		",0,"
			1989		","
			979		","
			2007		"
K1H,M,C.k. Audincourtois,"
			0		",niveau,Thibaut Vivier,"
			4		","
			1641.28		",0,"
			1990		","
			980		","
			2010		"
K1H,C,Bac Ck Sevres Issy,"
			0		",niveau,Benjamin Sounack,"
			4		","
			1643.21		",0,"
			1991		","
			981		","
			2009		"
K1H,C,Club Nautique De Marcilly Sur Seine,"
			0		",niveau,Enzo Gueniot,"
			4		","
			1648.84		",0,"
			1992		","
			982		","
			2009		"
K1H,M,Club Nautique De La Platiere,"
			0		",niveau,Gaspard Gignoux,"
			4		","
			1649.82		",0,"
			1993		","
			983		","
			2010		"
K1H,C,Canoe Kayak Toulousain,"
			0		",niveau,Theo Minville Wagner,"
			4		","
			1667.74		",0,"
			1994		","
			984		","
			2008		"
K1H,C,Canoe-kayak Saujon,"
			0		",niveau,Noah Bourles,"
			4		","
			1670.21		",0,"
			1995		","
			985		","
			2009		"
K1H,M,Canoe Kayak De Vertou,"
			0		",niveau,Marceau Juliot,"
			4		","
			1674.01		",0,"
			1996		","
			986		","
			2010		"
K1D,C,U.s.c. Nay Canoe Kayak,"
			0		",niveau,Manon Berdale,"
			4		","
			1684.28		",0,"
			1997		","
			302		","
			2009		"
K1H,M,C.k. Chateau Thebaud,"
			0		",niveau,Denis Delhommeau,"
			4		","
			1684.93		",0,"
			1998		","
			987		","
			2010		"
K1D,S,Canoe Kayak Club Fertois,"
			0		",niveau,Audrey Morice,"
			4		","
			1694.98		",0,"
			1999		","
			303		","
			2005		"
K1H,C,Canoe Kayak Jarnac Sports,"
			0		",niveau,Tiphane Boutineau Bornerie,"
			4		","
			1704.6		",0,"
			2000		","
			988		","
			2009		"
K1D,M,Torcy Canoe Kayak,"
			0		",niveau,Salome Theurin,"
			4		","
			1719.29		",0,"
			2001		","
			304		","
			2010		"
C1D,C,Torcy Canoe Kayak,"
			0		",niveau,Maeven Froger,"
			4		","
			1731.49		",0,"
			2002		","
			165		","
			2009		"
K1H,M,La Plagne Eaux Vives,"
			0		",niveau,Tom Simon-herget,"
			4		","
			1737.79		",0,"
			2003		","
			989		","
			2010		"
K1H,M,Canoe Kayak Toulousain,"
			0		",niveau,Tom Faur,"
			4		","
			1747.15		",0,"
			2004		","
			990		","
			2010		"
C1H,M,Ancerville-bar Le Duc,"
			0		",niveau,Oscar Marchal,"
			4		","
			1757.46		",0,"
			2005		","
			450		","
			2010		"
K1H,M,Canoe-kayak Saujon,"
			0		",niveau,Amelien Ferretti-broussard,"
			4		","
			1759		",0,"
			2006		","
			991		","
			2010		"
C1H,M,Pont D'ouilly Loisirs,"
			0		",niveau,Jules Lescarmontier,"
			4		","
			1767.26		",0,"
			2007		","
			451		","
			2010		"
K1H,C,Canoe Kayak Club Senonais,"
			0		",niveau,Jack Simon,"
			4		","
			1769.88		",0,"
			2008		","
			992		","
			2009		"
K1H,V4,Canoe-kayak Saujon,"
			0		",niveau,Olivier Coquelet,"
			4		","
			1780.98		",0,"
			2009		","
			993		","
			1973		"
K1H,C,Club Nautique De La Platiere,"
			0		",niveau,Bastien Pallara,"
			4		","
			1790.88		",0,"
			2010		","
			994		","
			2008		"
K1H,M,Canoe Kayak Du Pays De Broceliande,"
			0		",niveau,Noah La Paix,"
			4		","
			1810.71		",0,"
			2011		","
			995		","
			2010		"
K1H,C,Canoe Kayak Toulousain,"
			0		",niveau,Hugo Fontova,"
			4		","
			1813.39		",0,"
			2012		","
			996		","
			2009		"
K1H,S,Ile De Sein Nautisme,"
			0		",niveau,Yohan Leprince,"
			4		","
			1814.09		",0,"
			2013		","
			997		","
			1995		"
K1H,M,C.k. Chateau Thebaud,"
			0		",niveau,Eliott Bourreau,"
			4		","
			1827.17		",0,"
			2014		","
			998		","
			2010		"
K1H,V5,Canoe Kayak Pontarlier,"
			0		",niveau,Sylvain Jacquet,"
			4		","
			1889.41		",0,"
			2015		","
			999		","
			1967		"
K1H,C,Golbey Epinal St Nabord,"
			0		",niveau,Thadee Heas,"
			4		","
			1934.95		",0,"
			2016		","
			1000		","
			2009		"
K1D,V5,Canoe Kayak Pontarlier,"
			0		",niveau,Catherine Jacquet,"
			4		","
			1951.27		",0,"
			2017		","
			305		","
			1964		"
C2M,C,Canoe Kayak Clisson,"
			0		",niveau,Gabin Falcon,"
			4		","
			1967.76		",0,"
			2018		","
			32		","
			2009		"
K1H,C,Foyer Pour Tous Mezos,"
			0		",niveau,Maxim Eckl-maurette,"
			4		","
			1970.14		",0,"
			2019		","
			1001		","
			2009		"
K1H,V3,Eau Vive Embrun,"
			0		",niveau,Fabien Poitevineau,"
			4		","
			1989.91		",0,"
			2020		","
			1002		","
			1978		"
K1H,C,Chateauneuf Vibrac CanoË Kayak,"
			0		",niveau,Lucien Belkaci,"
			4		","
			2002.98		",0,"
			2021		","
			1003		","
			2009		"
K1D,S,Canoe Kayak De Beauvaisis,"
			0		",niveau,Eva Mainnemare,"
			4		","
			2006.51		",0,"
			2022		","
			306		","
			2003		"
C1H,V4,Touring Canoe Kayak Montmerle 3 Rivieres,"
			0		",niveau,David Monnet,"
			4		","
			2055.18		",0,"
			2023		","
			452		","
			1973		"
K1H,V2,Niagara Canoe Kayak Club,"
			0		",niveau,Steven Le Ray,"
			4		","
			2086.81		",0,"
			2024		","
			1004		","
			1980		"
K1H,C,Niagara Canoe Kayak Club,"
			0		",niveau,Clement Baret,"
			4		","
			2120.6		",0,"
			2025		","
			1005		","
			2009		"
K1H,M,C.k.c. Beaurainvillois,"
			0		",niveau,TimÉo Abel,"
			4		","
			2136.32		",0,"
			2026		","
			1006		","
			2010		"
K1D,C,U.s.m. Saran Canoe Kayak,"
			0		",niveau,Juline Loiseau,"
			4		","
			2167.08		",0,"
			2027		","
			307		","
			2009		"
K1H,M,Les Alligators - Landerneau,"
			0		",niveau,Yanis Thepaut,"
			4		","
			2177		",0,"
			2028		","
			1007		","
			2010		"
K1H,C,Canoe Kayak Jarnac Sports,"
			0		",niveau,Mael Bogart,"
			4		","
			2251.97		",0,"
			2029		","
			1008		","
			2009		"
K1D,C,Canoe Kayak Toulousain,"
			0		",niveau,Noemie Labarthe,"
			4		","
			2267.52		",0,"
			2030		","
			308		","
			2009		"
K1H,S,Grenoble Alpes Canoe Kayak,"
			0		",niveau,Gabriel Vincent,"
			4		","
			2295.03		",0,"
			2031		","
			1009		","
			2004		"
K1H,C,Kayak Club De Metz,"
			0		",niveau,Romain Calvez-giorgini,"
			4		","
			2296.53		",0,"
			2032		","
			1010		","
			2009		"
K1H,V3,Ck Vallee De Montlucon,"
			0		",niveau,Maarten Schuit,"
			4		","
			2306.38		",0,"
			2033		","
			1011		","
			1975		"
K1D,J,Canoe Club Du Lie,"
			0		",niveau,Angelique Durieux,"
			4		","
			2378.11		",0,"
			2034		","
			309		","
			2006		"
K1H,C,Voray Canoe Kayak,"
			0		",niveau,Renan Ravoux,"
			4		","
			2388.99		",0,"
			2035		","
			1012		","
			2009		"
K1H,C,Ck Lyon Oullins La Mulatiere,"
			0		",niveau,Melchior De Poncins,"
			4		","
			2434.36		",0,"
			2036		","
			1013		","
			2008		"
K1H,M,Club Loisirs Pop. Lochrist,"
			0		",niveau,Yann Eldin,"
			4		","
			2451.51		",0,"
			2037		","
			1014		","
			2010		"
K1H,M,Canoe Kayak Clisson,"
			0		",niveau,Alexandre Maricel,"
			4		","
			2454.43		",0,"
			2038		","
			1015		","
			2010		"
C1H,C,Canoe Kayak Jarnac Sports,"
			0		",niveau,Mael Bogart,"
			4		","
			2464.81		",0,"
			2039		","
			453		","
			2009		"
K1H,M,Kayak Club Angerien,"
			0		",niveau,William Hoareau,"
			4		","
			2484.73		",0,"
			2040		","
			1016		","
			2010		"
K1D,M,Les Alligators - Landerneau,"
			0		",niveau,Meline Baillot,"
			4		","
			2533.06		",0,"
			2041		","
			310		","
			2010		"
K1D,M,Torcy Canoe Kayak,"
			0		",niveau,Imane Oufara,"
			4		","
			2537.5		",0,"
			2042		","
			311		","
			2010		"
C1H,C,Bac Ck Sevres Issy,"
			0		",niveau,Benjamin Sounack,"
			4		","
			2538.59		",0,"
			2043		","
			454		","
			2009		"
C1H,C,Club De Canoe-kayak Des Ecrins,"
			0		",niveau,Nael Faure Brac,"
			4		","
			2563.99		",0,"
			2044		","
			455		","
			2008		"
K1D,S,Herouville Caen Canoë Kayak,"
			0		",niveau,Manon Bonnal,"
			4		","
			2574.44		",0,"
			2045		","
			312		","
			1993		"
C1H,C,Foix Canoe Kayak Eau Vive,"
			0		",niveau,Noa Verro,"
			4		","
			2714.08		",0,"
			2046		","
			456		","
			2009		"
C1D,J,Canoe Club Du Lie,"
			0		",niveau,Angelique Durieux,"
			4		","
			2910.24		",0,"
			2047		","
			166		","
			2006		"
K1H,V4,Canoe Kayak Club Bourg Saint Andeol,"
			0		",niveau,Sebastien Cellier,"
			4		","
			2910.94		",0,"
			2048		","
			1017		","
			1974		"
K1D,M,Val De L'indre Canoe Kayak,"
			0		",niveau,Tina Casset,"
			4		","
			3104.6		",0,"
			2049		","
			313		","
			2010		"
K1D,C,Club La Palue Castets,"
			0		",niveau,Emma Renard,"
			4		","
			3159.46		",0,"
			2050		","
			314		","
			2008		"
K1D,M,C.k. Audincourtois,"
			0		",niveau,Zoe Corneglio,"
			4		","
			3222.36		",0,"
			2051		","
			315		","
			2010		"
K1D,M,Kayak Club Angerien,"
			0		",niveau,Manon Guindet,"
			4		","
			3280.97		",0,"
			2052		","
			316		","
			2010		"
K1D,M,U.s.m. Saran Canoe Kayak,"
			0		",niveau,Valentine Figuerola,"
			4		","
			3402.5		",0,"
			2053		","
			317		","
			2010		"
K1H,M,C.k.c. Beaurainvillois,"
			0		",niveau,Felix Randoux,"
			4		","
			3460.95		",0,"
			2054		","
			1018		","
			2010		"
K1H,M,Spcoc La Colle Sur Loup,"
			0		",niveau,Maxence Ferro Andreis,"
			4		","
			3737.33		",0,"
			2055		","
			1019		","
			2010		"
K1D,M,Kayak Club Angerien,"
			0		",niveau,Lise Poiroux,"
			4		","
			4093.15		",0,"
			2056		","
			318		","
			2010		"
K1H,M,Ancerville-bar Le Duc,"
			0		",niveau,Mattheis Durand,"
			4		","
			6098.73		",0,"
			2057		","
			1020		","
			2010		"
K1H,J,Kayak Club De Metz,"
			3		",niveau,Arthur Motel,"
			3		","
			1297.23		",0,"
			2058		","
			1021		","
			2006		"
C1D,M,Golbey Epinal St Nabord,"
			2		",niveau,Emmie Mathis,"
			3		","
			845.92		",0,"
			2059		","
			167		","
			2010		"
K1H,V1,C.k.c. De L'ill Selestat,"
			1		",niveau,Maxime Di Lauro,"
			3		","
			326.56		",0,"
			2060		","
			1022		","
			1986		"
C1D,V1,Ckc Vallee De L'ain,"
			1		",niveau,Carole Bouzidi,"
			3		","
			369.63		",0,"
			2061		","
			168		","
			1985		"
C1D,J,Bac Ck Sevres Issy,"
			1		",niveau,Carole Huiban-descoffre,"
			3		","
			1211.84		",0,"
			2062		","
			169		","
			2007		"
C1D,S,Red Star Club Champigny,"
			0		",niveau,Nelia Barbosa,"
			3		","
			313.22		",0,"
			2063		","
			170		","
			1998		"
K1H,V3,Orthez Nautique C.k.,"
			0		",niveau,Edouard Lapeze,"
			3		","
			371.16		",0,"
			2064		","
			1023		","
			1979		"
C2H,V1,Canoe Club Du Lie,"
			0		",niveau,Julien Rocaboy,"
			3		","
			387.13		",0,"
			2065		","
			54		","
			1985		"
C1H,S,Kayak Club De Rennes,"
			0		",niveau,Corentin Beaumois,"
			3		","
			683.66		",0,"
			2066		","
			457		","
			2003		"
K1H,V4,Ck Vallee De Montlucon,"
			0		",niveau,Philippe Gall,"
			3		","
			698.8		",0,"
			2067		","
			1024		","
			1972		"
C1D,C,Cadpa Huningue,"
			0		",niveau,Florance Moinian,"
			3		","
			759.94		",0,"
			2068		","
			171		","
			2009		"
C1H,C,Canoe Kayak Clisson,"
			0		",niveau,Ewen Lema,"
			3		","
			786.77		",0,"
			2069		","
			458		","
			2009		"
K1D,M,Eaux Vives Oyonnax C.k.,"
			0		",niveau,Miriame Dlimi,"
			3		","
			835.03		",0,"
			2070		","
			319		","
			2010		"
C1D,S,C.k.c. Nancy Tomblaine,"
			0		",niveau,Zoe Bruchon,"
			3		","
			865.61		",0,"
			2071		","
			172		","
			2000		"
K1D,C,C.k. Pont De Roide,"
			0		",niveau,Laura Bouhelier,"
			3		","
			955.84		",0,"
			2072		","
			320		","
			2009		"
K1H,M,Pagaie Orleans Metropole,"
			0		",niveau,Luan Merlet,"
			3		","
			981.02		",0,"
			2073		","
			1025		","
			2010		"
C1H,J,V.p.a. Pont D'arc,"
			0		",niveau,Louca Bal,"
			3		","
			1010.26		",0,"
			2074		","
			459		","
			2007		"
K1H,M,Canoe Kayak Du Pays De Broceliande,"
			0		",niveau,Tom Faure,"
			3		","
			1027.55		",0,"
			2075		","
			1026		","
			2010		"
C1H,C,Ck Vallee De Montlucon,"
			0		",niveau,Valentin Gall,"
			3		","
			1059.75		",0,"
			2076		","
			460		","
			2009		"
C1H,C,Kayak Club Angerien,"
			0		",niveau,Louis Marche,"
			3		","
			1103.89		",0,"
			2077		","
			461		","
			2009		"
C1H,C,Val De L'indre Canoe Kayak,"
			0		",niveau,Jules Tellier,"
			3		","
			1135.79		",0,"
			2078		","
			462		","
			2009		"
C1D,J,Val De L'indre Canoe Kayak,"
			0		",niveau,Perrine Augu,"
			3		","
			1158.68		",0,"
			2079		","
			173		","
			2006		"
K1H,J,Cesson Sevigne Canoe Kayak Les Poissons Volants,"
			0		",niveau,Neven Louer,"
			3		","
			1242.42		",0,"
			2080		","
			1027		","
			2006		"
K1H,S,Club Canoe Kayak Guerledan,"
			0		",niveau,Sylvain Boscher,"
			3		","
			1254.81		",0,"
			2081		","
			1028		","
			1994		"
K1H,C,Canoe Kayak Toulousain,"
			0		",niveau,Solal Fourc,"
			3		","
			1275		",0,"
			2082		","
			1029		","
			2008		"
C1H,C,Canoe Club Du Lie,"
			0		",niveau,Kerrian Lhermine,"
			3		","
			1328.92		",0,"
			2083		","
			463		","
			2009		"
K1H,C,Canoe Kayak Toulousain,"
			0		",niveau,Esteban Podeur Hidalgo,"
			3		","
			1367.13		",0,"
			2084		","
			1030		","
			2008		"
K1D,C,Canoe Kayak Clisson,"
			0		",niveau,Eva Boutin,"
			3		","
			1369.51		",0,"
			2085		","
			321		","
			2008		"
C1H,C,Eau Vive Embrun,"
			0		",niveau,Lucas Drouault,"
			3		","
			1403.06		",0,"
			2086		","
			464		","
			2008		"
K1H,M,Hermes Canoe Kayak,"
			0		",niveau,Martin Laprevote,"
			3		","
			1413.14		",0,"
			2087		","
			1031		","
			2010		"
C2H,C,C.k.c. Nancy Tomblaine,"
			0		",niveau,Remi Becker,"
			3		","
			1434.83		",0,"
			2088		","
			55		","
			2008		"
K1D,C,Les Alligators - Landerneau,"
			0		",niveau,Laelie Goudard,"
			3		","
			1586.88		",0,"
			2089		","
			322		","
			2009		"
C1H,S,Spcoc La Colle Sur Loup,"
			0		",niveau,Julien Ojard-chillet,"
			3		","
			1602.4		",0,"
			2090		","
			465		","
			2003		"
C1H,C,C.k. Bousse Hagondange,"
			0		",niveau,Mathis Tamburini,"
			3		","
			1625.41		",0,"
			2091		","
			466		","
			2008		"
C1D,J,Ancerville-bar Le Duc,"
			0		",niveau,Lison Marchal,"
			3		","
			1668.61		",0,"
			2092		","
			174		","
			2007		"
C2M,M,Pont D'ouilly Loisirs,"
			0		",niveau,Justine Caruhel,"
			3		","
			1837.75		",0,"
			2093		","
			33		","
			2010		"
K1H,C,C.k.c. De L'ill Selestat,"
			0		",niveau,Gabriel Baudoin,"
			3		","
			1893.63		",0,"
			2094		","
			1032		","
			2008		"
K1H,S,Voray Canoe Kayak,"
			0		",niveau,Kevin Vienny,"
			3		","
			1959.96		",0,"
			2095		","
			1033		","
			2000		"
K1H,M,Marseille Mazargues Canoe Kayak,"
			0		",niveau,Ethan Berland,"
			3		","
			1973.03		",0,"
			2096		","
			1034		","
			2010		"
K1H,C,Canoe Kayak Toulousain,"
			0		",niveau,Mame-more Fall,"
			3		","
			2197.72		",0,"
			2097		","
			1035		","
			2008		"
C1D,J,Canoe Kayak Haute Isere,"
			0		",niveau,Diane Clement,"
			3		","
			2313.77		",0,"
			2098		","
			175		","
			2007		"
K1H,C,Ascpa C.k. Strasbourg,"
			0		",niveau,Robin Stehly,"
			3		","
			2346.57		",0,"
			2099		","
			1036		","
			2009		"
C1H,C,Club De Canoe Kayak Durance Luberon,"
			0		",niveau,Arthur Baudesson,"
			3		","
			2541.77		",0,"
			2100		","
			467		","
			2008		"
K1H,S,Kayak Club De Takamaka,"
			0		",niveau,Lenaick Clain,"
			3		","
			2644.86		",0,"
			2101		","
			1037		","
			2005		"
K1D,M,Niagara Canoe Kayak Club,"
			0		",niveau,Lilo Bedoire,"
			3		","
			2804.99		",0,"
			2102		","
			323		","
			2010		"
K1H,V4,Canoe Kayak Club St Victurnien,"
			0		",niveau,Laurent Bignaud,"
			3		","
			2866.55		",0,"
			2103		","
			1038		","
			1972		"
C1H,V1,Grenoble Alpes Canoe Kayak,"
			0		",niveau,Thomas Laurent,"
			3		","
			3239.29		",0,"
			2104		","
			468		","
			1985		"
K1D,C,C.k. Audincourtois,"
			0		",niveau,Clara Lenne,"
			3		","
			3532.14		",0,"
			2105		","
			324		","
			2008		"
K1D,C,Canoe Kayak Club Cessenon,"
			0		",niveau,Ambre Serafin,"
			3		","
			4142.03		",0,"
			2106		","
			325		","
			2008		"
K1H,S,Eaux Vives Oyonnax C.k.,"
			2		",niveau,Adrien Fischer,"
			2		","
			363.63		",0,"
			2107		","
			1039		","
			2001		"
K1D,S,Golbey Epinal St Nabord,"
			2		",niveau,MaÏa Gombert,"
			2		","
			396.66		",0,"
			2108		","
			326		","
			2002		"
C1H,J,C.k.c. Beaurainvillois,"
			2		",niveau,Tao Petit,"
			2		","
			430.97		",0,"
			2109		","
			469		","
			2007		"
K1H,S,Kayak Club Pont Rean,"
			2		",niveau,LoÏg Massot,"
			2		","
			456.43		",0,"
			2110		","
			1040		","
			2004		"
K1H,S,S.n.o.s. C.k. St Nazaire,"
			2		",niveau,Mathis Odot,"
			2		","
			456.49		",0,"
			2111		","
			1041		","
			2004		"
K1H,S,Kayak Club De Rennes,"
			2		",niveau,Maxime Berthaut,"
			2		","
			457.49		",0,"
			2112		","
			1042		","
			1998		"
C1D,S,La Plagne Eaux Vives,"
			2		",niveau,Zelie Ferraris,"
			2		","
			502.46		",0,"
			2113		","
			176		","
			2005		"
K1H,S,Canoe Kayak Clisson,"
			2		",niveau,Axel Brin,"
			2		","
			537.83		",0,"
			2114		","
			1043		","
			2003		"
K1H,V4,Ur Tipula,"
			2		",niveau,Fabien Paleau,"
			2		","
			567.36		",0,"
			2115		","
			1044		","
			1974		"
C1H,S,Canoe Kayak Uzerche,"
			2		",niveau,Gurgen Brun,"
			2		","
			586.27		",0,"
			2116		","
			470		","
			1993		"
C2M,S,Spcoc La Colle Sur Loup,"
			2		",niveau,Ameline Saunier,"
			2		","
			589.1		",0,"
			2117		","
			34		","
			2003		"
C1H,V3,Canoe Kayak Club Brionne,"
			2		",niveau,Mickael Louchard,"
			2		","
			607.9		",0,"
			2118		","
			471		","
			1977		"
K1H,S,C.k. Dormans Eaux Libres,"
			2		",niveau,LoÏc Winiarski,"
			2		","
			621.46		",0,"
			2119		","
			1045		","
			2002		"
C1H,V4,La Gauloise Ck Montbeliard,"
			2		",niveau,Patrice Campioni,"
			2		","
			672.07		",0,"
			2120		","
			472		","
			1973		"
K1H,J,Chateauneuf Vibrac CanoË Kayak,"
			2		",niveau,Marius Larenaudie-danton,"
			2		","
			692.29		",0,"
			2121		","
			1046		","
			2006		"
C2H,S,Torcy Canoe Kayak,"
			2		",niveau,Julien Fougeron,"
			2		","
			695.25		",0,"
			2122		","
			56		","
			2005		"
C1H,V3,Ancerville-bar Le Duc,"
			2		",niveau,Vincent Ganthier,"
			2		","
			729.34		",0,"
			2123		","
			473		","
			1978		"
C1H,S,Hermes Canoe Kayak,"
			2		",niveau,Helwann Rachdi,"
			2		","
			753.81		",0,"
			2124		","
			474		","
			2003		"
K1H,V1,Grenoble Alpes Canoe Kayak,"
			2		",niveau,Thomas Laurent,"
			2		","
			782.55		",0,"
			2125		","
			1047		","
			1985		"
C1D,V2,Kayak Club De Metz,"
			2		",niveau,Sophie Colbus,"
			2		","
			785		",0,"
			2126		","
			177		","
			1981		"
K1H,V1,Canoe Kayak Club Acigne,"
			2		",niveau,Valentin Soullard,"
			2		","
			795.11		",0,"
			2127		","
			1048		","
			1989		"
C1H,C,S.n.o.s. C.k. St Nazaire,"
			2		",niveau,Mathis Barre,"
			2		","
			839.17		",0,"
			2128		","
			475		","
			2008		"
K1H,V2,C.k.c. De L'ill Selestat,"
			2		",niveau,Arnaud Jamet,"
			2		","
			850.22		",0,"
			2129		","
			1049		","
			1983		"
K1H,V3,C.k. Audincourtois,"
			2		",niveau,Frederic Caillet,"
			2		","
			874.65		",0,"
			2130		","
			1050		","
			1976		"
C1H,V5,Club Sportif Beaumontais Canoe Kayak,"
			2		",niveau,Geoffroy Lauth,"
			2		","
			908.99		",0,"
			2131		","
			476		","
			1951		"
C2M,S,Canoe Kayak Val De Risle,"
			2		",niveau,Lison Gautrelet,"
			2		","
			959.79		",0,"
			2132		","
			35		","
			2003		"
C1H,S,Val De L'indre Canoe Kayak,"
			2		",niveau,Lucas Augu,"
			2		","
			986.2		",0,"
			2133		","
			477		","
			2002		"
C2H,C,Canoe Kayak De Vertou,"
			2		",niveau,Meven Le Berre,"
			2		","
			997.15		",0,"
			2134		","
			57		","
			2008		"
K1D,V1,Eau Vive Embrun,"
			2		",niveau,Celine Mizera,"
			2		","
			1003.18		",0,"
			2135		","
			327		","
			1987		"
C2M,V1,Les Castors Rislois Ck Pont-audemer,"
			2		",niveau,Mathieu Godin,"
			2		","
			1025.97		",0,"
			2136		","
			36		","
			1986		"
C2H,S,Kayak Club De Metz,"
			2		",niveau,Alexis Sevrez,"
			2		","
			1128.63		",0,"
			2137		","
			58		","
			2004		"
K1D,S,Spcoc La Colle Sur Loup,"
			2		",niveau,Ameline Saunier,"
			2		","
			1254.86		",0,"
			2138		","
			328		","
			2004		"
C1H,J,Canoe Kayak De Vertou,"
			2		",niveau,Arthur Gautier Jean,"
			2		","
			1447.96		",0,"
			2139		","
			478		","
			2006		"
C2H,V1,Association Vezere Canoe Kayak,"
			2		",niveau,Marc Brossard,"
			2		","
			1465.91		",0,"
			2140		","
			59		","
			1966		"
C1D,C,Lannion Canoe Kayak,"
			2		",niveau,Kim Agnimo Seyer,"
			2		","
			1634.53		",0,"
			2141		","
			178		","
			2008		"
K1H,M,Pau Canoe-kayak Club Universitaire,"
			1		",niveau,Gaspard Annabi,"
			2		","
			1556.2		",0,"
			2142		","
			1051		","
			2010		"
C1D,S,Kayak Club De Rennes,"
			0		",niveau,Camille Prigent,"
			2		","
			200.57		",0,"
			2143		","
			179		","
			1997		"
C1H,S,Golbey Epinal St Nabord,"
			0		",niveau,Mathieu Biazizzo,"
			2		","
			201.4		",0,"
			2144		","
			479		","
			1991		"
K1H,S,Angouleme Canoe Kayak,"
			0		",niveau,Pierre Giudicelli,"
			2		","
			274.91		",0,"
			2145		","
			1052		","
			1998		"
C1H,S,Kayak Club De Rennes,"
			0		",niveau,Yves Prigent,"
			2		","
			299.32		",0,"
			2146		","
			480		","
			1993		"
K1H,V2,Csa Ruelle Canoe Kayak,"
			0		",niveau,Nicolas Labat,"
			2		","
			300.34		",0,"
			2147		","
			1053		","
			1984		"
C1H,S,Cadpa Huningue,"
			0		",niveau,Patrick Gutknecht,"
			2		","
			303.68		",0,"
			2148		","
			481		","
			2005		"
C1D,S,Pau Canoe-kayak Club Universitaire,"
			0		",niveau,Lea Baldoni,"
			2		","
			317.13		",0,"
			2149		","
			180		","
			2001		"
K1H,S,Canoe Kayak De Quimperle,"
			0		",niveau,Paul Gestin,"
			2		","
			324.07		",0,"
			2150		","
			1054		","
